name,age,birth year,first_name,family_name,father name,mother name,alive,death_cause,occ,height,strength,speed,stamina,weight,charisma,willpower,intel,melanin,parental,compassion,dexterity,weapon_prof,wealth,academic,farmer,fighter,hunter,merchant,gatherer,ruler,years_service
s_27 177 2405 5900,9,95,5900,s_27,27 177 2405,48 116 468 1486,0,lack of mass,useless,41.8293,28.3277,49.3264,48.9158,28.8623,73.1353,73.9182,69.5711,77.9492,39.821,77.0514,49.5659,0,0,1065.3,875.875,591.085,715.762,1056.56,975,797.283,0
s_70 352 1696 7066,14,101,7066,s_70,70 352 1696,43 876 2275,0,lack of mass,useless,44.0718,29.0503,50.5537,62.7364,30.1609,78.1896,64.7805,74.14,74.6636,59.1888,80.1692,61.3564,0,0,1065.3,842.022,642.072,809.112,1099.41,975,851.728,0
s_28 295 708 2486 7198,13,102,7198,s_28,28 295 708 2486,61 391 1142 3121,0,lack of mass,useless,51.3889,35.5943,44.59,63.9302,42.9096,73.0723,74.3371,69.3599,72.1085,59.2999,87.588,68.2727,0,0,1065.28,949.615,680.56,856.015,1034.41,975,886.659,0
s_35 202 832 2081 7569,17,104,7569,s_35,35 202 832 2081,3 297 668 1978,1,alive,useless,62.2395,32.8805,60.8671,85.4562,67.1138,79.2906,66.6543,73.1994,80.2293,71.2585,73.5637,86.457,0,0,1065.27,936.827,774.595,1015.27,1117.51,975,999.652,0
s_71 273 1363 4568,16,87,4568,s_71,71 273 1363,48 116 1032,0,lack of mass,useless,65.062,50.8638,67.3698,73.226,70.6172,76.7608,64.3167,74.3616,70.6546,53.4433,68.9701,76.3561,0,0,1065.2,930.696,793.859,987.643,1112.47,975,989.738,0
s_54 543 1629 9068,3,111,9068,s_54,54 543 1629,64 119 836,0,accident,useless,15.5144,15.6878,17.0711,17.7625,23.8127,82.3021,74.286,69.3747,81.1487,14.901,75.462,16.0622,0,0,1065.18,768.925,386.713,429.274,1123.31,975,618.446,0
s_1 237 1277 5097,13,90,5097,s_1,1 237 1277,28 285 1384,0,accident,useless,51.4209,38.8407,50.7085,65.8002,88.0705,75.417,76.224,68.4032,76.2409,61.1541,74.0956,57.066,0,0,1065.15,999.939,705.567,872.818,1074.94,975,931.175,0
s_54 186 1014 2611 9317,9,112,9317,s_54,54 186 1014 2611,64 427 1887 5090,1,alive,useless,33.5311,29.5352,32.9002,46.7917,70.0763,84.9568,66.7795,73.1235,66.1608,40.8278,85.0314,40.5051,0,0,1065.13,808.232,523.921,629.349,1134.01,975,755.73,0
s_64 398 1133 3335 7777,16,105,7777,s_64,64 398 1133 3335,5 464 1389 3192,1,alive,useless,59.4518,60.2653,75.2722,73.7225,86.2077,80.3501,76.3606,68.333,81.7537,59.1137,69.4924,60.5743,0,0,1065.13,1066.83,809.39,967.365,1118.47,975,1034.93,0
s_28 295 708 2486 8943,11,110,8943,s_28,28 295 708 2486,99 135 439 1249 4624,1,alive,useless,42.6238,29.1237,37.862,51.5334,37.4922,76.4662,71.5052,70.7599,71.939,53.4279,75.0415,48.5654,0,0,1065.13,867.324,572.39,700.041,1087.46,975,790.68,0
s_15 103 460 1648,10,60,1648,s_15,15 103 460,41,0,lack of mass,useless,45.0852,31.1511,51.3024,44.0819,31.3354,79.7324,70.6647,71.1794,85.2271,41.6889,81.736,45.7989,0,0,1065.12,845.343,589.381,700.533,1098.19,975,808.384,0
s_48 116 468 1934 9447,8,113,9447,s_48,48 116 468 1934,53 350 3922,1,alive,useless,38.3229,24.1776,36.7141,39.2118,57.1487,70.9544,75.4809,68.7684,71.0616,34.0216,83.7533,40.6111,0,0,1065.09,849.335,518.946,618.394,1025.48,975,724.216,0
s_5 367,54,20,367,s_5,5,77,0,disease,gatherer,65.9074,47.9847,73.3259,75.9673,143.871,68.9818,70.8508,71.0827,75.8512,67.9274,73.6202,70.9686,0,77729.2,1065.08,1009.51,828.365,1029.27,1038.88,975,1021.9,0
s_25 161 537 2445,16,70,2445,s_25,25 161 537,35 527,0,lack of mass,useless,67.4143,57.285,72.9089,78.5305,69.2425,76.5349,71.6806,70.6672,79.632,54.969,82.8293,73.7545,0,0,1065.08,1032.08,833.482,1023.52,1072.09,975,1042.26,0
s_53 350 1563 3475,42,79,3475,s_53,53 350 1563,61 179 1163,1,alive,fighter,71.9527,68.5887,81.0003,90.946,155.34,62.4568,76.0793,68.0816,76.3278,69.9203,81.3173,83.1337,0,438.597,1063.12,1168.46,968.039,1196.98,970.208,975,1138.5,25
s_25 161 483 2232 6528,23,98,6528,s_25,25 161 483 2232,11 121 952 2595,1,alive,gatherer,69.0313,49.6867,67.9254,69.8095,167.939,78.5982,69.0259,71.9901,72.6033,91.3433,82.771,83.7488,0,10279.9,1065.03,980.439,851.731,1069.33,1090.62,975,1054.99,0
s_53 610 2003 7637,16,104,7637,s_53,53 610 2003,44 319 829 2093,0,lack of mass,useless,59.8274,40.5526,65.405,82.4569,59.8628,82.3318,70.0851,71.46,78.7514,75.4447,86.1912,77.2427,0,0,1065.03,983.476,783.579,996.157,1108.32,975,1017.33,0
s_27 177 533,29,32,533,s_27,27 177,4,0,disease,fighter,66.1348,60.1116,74.6607,77.6869,153.922,74.5702,77.1333,67.9288,82.2359,65.1691,72.6656,77.3964,0,31372.9,1064.95,1107.6,897.375,1104.19,1070.45,975,1100.96,0
s_20 222 587 1544 4960,11,90,4960,s_20,20 222 587 1544,25 161 782,0,lack of mass,useless,46.6498,22.8958,50.561,61.5823,34.4906,65.1284,63.5664,74.7091,75.5001,52.4606,77.2215,61.8279,0,0,1064.92,807.449,617.266,784.834,1015.58,975,791.919,0
s_25 461 1444 3955,15,83,3955,s_25,25 461 1444,3 339,0,lack of mass,useless,60.2391,36.6186,64.5053,71.3394,44.6205,79.7199,75.2695,68.8532,73.6659,73.3629,76.2797,65.1685,0,0,1064.88,988.165,732.937,911.287,1102.04,975,971.814,0
s_71 273 657 3334,43,78,3334,s_71,71 273 657,99 395 1035,1,alive,gatherer,65.022,51.0587,63.2615,64.8684,155.278,78.169,66.9041,72.6871,80.505,68.2914,70.1352,74.8881,0,52463,1063.07,955.852,813.411,1006.45,1116.37,975,1013.11,0
s_70 640 4227,16,85,4227,s_70,70 640,96 204 1830,0,lack of mass,useless,74.599,57.4556,60.6119,72.6778,82.2117,67.1715,76.3027,68.3227,80.4271,65.3226,75.7784,69.1558,0,0,1064.74,1059.82,797.912,971.694,1013.61,975,993.694,0
s_35 143 526,65,32,526,s_35,35 143,32 212,0,lack of mass,retired,61.9779,37.6213,71.4659,65.4642,31.4553,66.8937,70.3718,71.1108,83.0011,72.2939,76.7753,74.2867,0,1105.57,1064.74,966.651,814.713,1014.19,1019.44,975,989.724,38
s_6 351 842 2115 5529,26,93,5529,s_6,6 351 842 2115,99 166 583 1868,0,lack of mass,gatherer,66.464,29.3407,73.4626,79.4149,60.4518,74.126,72.6887,70.1278,75.1529,81.5118,78.8712,76.7867,0,0,1064.72,989.204,804.874,1033.77,1061.52,975,1030.97,0
s_28 295 708 4054 9511,8,113,9511,s_28,28 295 708 4054,35 202 550 2077 4743,1,alive,useless,36.6951,29.2343,34.7939,39.2704,55.9486,94.4803,73.6002,69.6679,75.5733,36.0106,76.7846,39.0188,0,0,1064.68,845.968,521.675,615.016,1206.8,975,790.505,0
s_11 121 952 2930 8153,10,107,8153,s_11,11 121 952 2930,70 352 902,0,lack of mass,useless,39.4845,23.5246,39.9647,50.8951,24.1984,69.4937,73.0348,69.9494,71.9086,44.0222,77.0578,45.2489,0,0,1064.67,864.272,553.073,676.211,1032.19,975,756.442,0
s_61 195 2425 5708,9,94,5708,s_61,61 195 2425,51 331 1306,0,lack of mass,useless,39.8785,27.6188,47.9475,57.7301,23.8527,76.4866,72.0074,70.4603,74.753,37.0056,72.3748,39.5096,0,0,1064.64,880.137,564.011,681.11,1092.04,975,793.581,0
s_43 329 745 3352 9778,7,114,9778,s_43,43 329 745 3352,27 342 1188 2779,1,alive,useless,30.0767,30.2502,36.4955,34.6535,48.1419,76.6958,75.051,68.9349,63.2289,30.1469,72.4055,29.4611,0,0,1064.6,846.453,495.814,565.305,1088.86,975,711.018,0
s_28 295 708 9803,6,115,9803,s_28,28 295 708,3 444 1539 4994,1,alive,useless,28.9354,18.7217,24.5227,33.781,45.8993,70.629,71.9973,70.459,73.4509,27.121,80.0489,31.2131,0,0,1064.58,783.765,437.495,515.015,1035.68,975,638.79,0
s_64 119 1202 6571,12,99,6571,s_64,64 119 1202,44 319 829 2093,0,lack of mass,useless,49.9515,34.0103,54.5704,57.0704,37.5808,78.7894,76.9683,67.9587,68.6745,45.4673,75.6687,55.2802,0,0,1064.43,946.865,654.101,798.033,1094.06,975,885.668,0
s_21 137 928 3797 7652,17,104,7652,s_21,21 137 928 3797,54 543 1629 3683,0,lack of mass,useless,69.7076,47.152,54.6519,68.7697,79.4223,69.0822,68.7553,72.0631,70.9064,75.2444,83.8209,79.6456,0,0,1064.41,948.967,769.643,967.574,1022.12,975,953.238,0
s_21 364 1023 3476 9379,9,112,9379,s_21,21 364 1023 3476,51 331 1221,1,alive,useless,36.4718,30.8335,33.2323,44.1932,43.4611,72.7084,71.4526,70.7098,65.8849,41.4767,70.5096,45.6773,0,0,1064.36,851.65,550.935,660.627,1070.07,975,746.448,0
s_20 693 2282 4998,17,90,4998,s_20,20 693 2282,20 693 2130,0,lack of mass,useless,63.3416,37.4324,71.9712,67.054,52.0997,75.2899,71.6016,70.6332,61.6965,78.0625,84.5234,72.4627,0,0,1064.34,946.018,764.713,952.95,1059.88,975,974.5,0
s_98 377 1469,65,56,1469,s_98,98 377,3 339,1,alive,retired,66.0802,65.3974,64.5484,67.7573,163.547,69.6308,67.6037,72.2885,67.6606,68.1722,75.3001,76.7965,0,26291.7,1062.6,1016.21,872.367,1062.98,1045.08,975,1034.54,47
s_6 351 842 3441,14,79,3441,s_6,6 351 842,64 180 960,0,lack of mass,useless,62.8138,40.5415,87.4602,67.6736,57.3095,73.3459,71.2865,70.7827,83.2135,56.566,80.0523,65.6802,0,0,1064.26,948.606,779.375,951.655,1055.67,975,983.211,0
s_48 116 571,56,34,571,s_48,48 116,98 169,0,lack of mass,fighter,70.9233,56.4054,83.0876,81.4213,80.5188,75.9061,67.5856,72.46,68.9457,69.7788,68.4469,67.2642,0,844.057,1064.23,1044.98,886.198,1076.63,1103.23,975,1094.33,35
s_73 984,50,45,984,s_73,73,50 209,0,lack of mass,gatherer,66.9646,24.7023,55.3891,55.9987,44.6045,70.4426,67.3463,72.5776,73.412,84.1216,79.411,81.2118,0,902.553,1064.2,870.624,743.932,954.011,1043.41,975,930.469,0
s_20 402 1416,17,55,1416,s_20,20 402,48 332,0,lack of mass,useless,73.2682,39.0416,78.1364,83.2912,89.6852,81.8968,70.9638,70.9378,74.3327,82.3164,72.914,70.0202,0,0,1064.2,987.505,786.541,989.06,1130.26,975,1040.31,0
s_37 174 830,55,41,830,s_37,37 174,22 271,0,lack of mass,gatherer,61.9516,29.9415,43.693,51.8075,58.5147,74.9703,64.5735,73.9693,84.5597,81.7504,79.9197,70.05,0,815.162,1064.18,849.814,692.782,871.084,1078.26,975,887.657,0
s_1 100 506 1694 6438,23,98,6438,s_1,1 100 506 1694,56 227 1149,1,alive,fighter,63.0345,69.5179,68.0045,75.4606,173.381,72.4555,79.0733,66.8778,77.3067,69.3177,73.1759,84.9209,0,904.563,1064.14,1145.72,932.605,1144.57,1051.47,975,1112.54,6
s_27 177 857 4689 10414,3,118,10414,s_27,27 177 857 4689,28 285 1147 4097,1,alive,useless,14.0893,16.0574,18.2354,15.4165,32.6298,71.929,74.1189,69.3528,79.0617,16.7872,80.7377,16.5534,0,0,1064.12,738.224,350.981,381.166,1040.09,975,548.351,0
s_40 160 617 4738 10570,3,118,10570,s_40,40 160 617 4738,53 610 1623 5291,1,alive,useless,14.6883,14.7537,14.4156,18.6809,32.2252,78.2288,67.7507,72.5355,68.4075,17.3725,71.3181,15.1662,0,0,1064.11,685.481,332.32,364.194,1112.57,975,543.838,0
s_35 202 1464,65,56,1464,s_35,35 202,73 380,1,alive,gatherer,67.3956,40.9371,49.4623,57.1103,172.947,63.0101,63.0788,74.5522,70.8507,76.8613,85.5686,72.744,0,25638.2,1062.5,868.956,734.729,922.318,984.99,975,892.835,0
s_96 944,65,44,944,s_96,96,63,0,lack of mass,retired,64.9994,17.3838,57.1948,62.3272,69.5765,69.2789,60.7123,75.891,80.3383,71.079,71.388,76.6249,0,1109.04,1064,793.821,696.691,916.183,1061.25,975,889.863,24
s_48 116 571 1666 3902,17,82,3902,s_48,48 116 571 1666,53 150 455 1613,0,lack of mass,useless,71.5744,65.7934,84.0307,80.6241,86.1386,87.9254,65.1272,73.8361,76.6342,58.7493,75.0108,75.3362,0,0,1064,1003.16,879.33,1069.86,1176.96,975,1105.99,0
s_44 183 975 2844 7203,15,102,7203,s_44,44 183 975 2844,51 331 1306,0,lack of mass,useless,58.927,42.8148,73.8577,77.8044,57.214,75.881,71.4287,70.6846,70.7144,50.9618,84.8449,61.0057,0,0,1063.99,983.51,753.362,928.593,1063.53,975,977.261,0
s_70 352 1696,61,60,1696,s_70,70 352,9 283,1,alive,gatherer,63.6143,46.4311,57.584,57.5245,160.025,71.6492,65.1805,73.479,80.1822,64.5424,73.1001,77.3068,0,74279.5,1062.33,905.761,786.868,979.96,1067.18,975,958.773,0
s_21 364 1023 3476 6986,16,101,6986,s_21,21 364 1023 3476,27 177 652,0,lack of mass,useless,57.9951,53.1082,61.7102,74.7284,46.1473,76.0856,69.8126,71.4813,71.6877,60.6521,80.9768,69.2198,0,0,1063.88,993.57,779.683,959.464,1075.09,975,982.349,0
s_1 416 1702 6577,21,99,6577,s_1,1 416 1702,1 100 506 1395,0,lack of mass,gatherer,61.4112,33.7759,56.1062,84.5853,52.6609,79.8273,75.0512,68.8593,69.9758,69.3809,84.0355,79.2035,0,0,1063.85,1036.48,791.823,1029.36,1087.3,975,1037.49,0
s_6 351 842 2675 7613,10,104,7613,s_6,6 351 842 2675,21 137 928 2881,0,lack of mass,useless,47.6906,32.7252,46.6931,44.874,33.1974,70.8112,78.7448,67.0099,75.0367,43.7915,97.6314,51.1343,0,0,1063.82,922.365,608.296,729.474,991.445,975,812.366,0
s_27 211 788 2699,49,72,2699,s_27,27 211 788,15 219 1140,1,alive,gatherer,61.8928,51.4938,56.9167,59.4956,161.724,72.1093,69.9546,71.0475,77.0826,73.1915,86.8475,78.694,0,66426,1062.01,968.233,810.13,1003.65,1035.61,975,985.578,0
s_17 144 784 2467,51,70,2467,s_17,17 144 784,5 113 694,1,alive,gatherer,67.3755,56.3588,60.7419,67.8712,168.561,57.525,69.8488,71.0995,76.4727,71.4108,85.5191,78.2671,0,81467.1,1061.99,1007.32,840.528,1040.08,936.335,975,980.546,0
s_1 237 912,66,43,912,s_1,1 237,61 268,0,accident,gatherer,66.9253,53.6369,53.6141,47.5975,170.846,69.7105,65.9687,73.3881,76.3597,69.8389,75.7033,67.3187,0,76962.4,1063.72,897.421,754.768,908.675,1046.73,975,918.297,0
s_21 392 1488 4551,16,87,4551,s_21,21 392 1488,25 161 976,0,lack of mass,useless,67.8397,49.6344,79.8047,93.2628,78.5288,78.8198,78.9272,66.9078,72.8482,61.6517,78.6991,69.1688,0,0,1063.71,1115.07,834.956,1039.6,1085.06,975,1087.38,0
s_15 103 737 2234 5357 10733,2,119,10733,s_15,15 103 737 2234 5357,21 176 1065 2875,1,alive,useless,11.4925,10.0006,13.8973,12.8311,21.301,78.9347,78.0675,67.337,71.9716,10.1539,78.2734,12.8352,0,0,1063.71,748.565,315.675,338.417,1088.01,975,544.961,0
s_1 275 5346,10,92,5346,s_1,1 275,28 295 708 2163,0,lack of mass,useless,45.3237,33.5347,48.4016,54.1078,32.9511,84.4034,67.7681,72.4858,79.2725,40.068,76.1722,47.9086,0,0,1063.7,850.728,598.245,723.633,1145.94,975,833.467,0
s_3 297 1224,70,51,1224,s_3,3 297,51 442,1,alive,gatherer,66.7884,43.7424,36.4202,47.1504,178.727,69.0902,62.3119,74.8977,73.582,78.3991,74.4975,69.3567,0,3233.17,1062.1,840.263,692.079,858.092,1050.73,975,860.374,0
s_21 270 1829 4610,15,87,4610,s_21,21 270 1829,5 113 1947,0,disease,useless,64.9664,45.7409,68.7349,66.8823,84.574,75.4545,72.3711,70.1814,64.9809,62.9235,75.0297,61.1737,0,0,1063.67,989.209,774.749,946.393,1078.67,975,993.507,0
s_3 521 1796 5427,18,92,5427,s_3,3 521 1796,54 372 978 2490,0,lack of mass,gatherer,70.8786,46.3975,63.4091,67.6897,80.6374,80.3272,74.2531,69.2344,64.5662,74.8244,87.0258,73.0366,0,0,1063.61,1014.64,807.823,1002.87,1085.94,975,1038.59,0
s_28 130 689 2885 10592,2,119,10592,s_28,28 130 689 2885,43 787 3771,1,alive,useless,10.9245,10.2032,14.3444,12.5418,21.0438,74.8011,66.4747,73.1231,68.1636,11.4506,74.2166,12.7796,0,0,1063.6,644.443,300.885,323.13,1084.54,975,498.086,0
s_51 747 7596,12,104,7596,s_51,51 747,61 179 516 3309,0,lack of mass,useless,51.595,35.9296,57.9502,56.0229,36.86,82.9371,73.4758,69.619,81.0437,50.6791,73.9196,48.299,0,0,1063.57,918.216,641.604,770.04,1131.58,975,884.385,0
s_43 787 9558,8,113,9558,s_43,43 787,21 176 1137 4417,1,alive,useless,32.0062,29.0363,42.9498,42.0416,52.8888,71.9877,73.339,69.6872,77.9553,33.0818,73.3844,35.2688,0,0,1063.57,850.315,529.268,619.199,1056.21,975,730.385,0
s_3 297 668 2434 7542,9,103,7542,s_3,3 297 668 2434,20 222 675 2424,0,accident,useless,34.0017,24.7491,35.7345,43.2375,64.7509,71.4564,75.7529,68.4792,74.3447,41.0883,84.4121,40.8823,0,0,1063.56,885.736,557.639,674.889,1026.81,975,764.836,0
s_21 364 979 3080 7971,11,106,7971,s_21,21 364 979 3080,61 276 1108 3488,0,lack of mass,useless,50.6762,39.0084,49.0499,53.0241,36.3376,75.6648,82.5458,65.0825,70.7621,46.7616,71.1974,45.8844,0,0,1063.55,998.554,632.223,749.661,1072.51,975,865.573,0
s_74 234,23,12,234,s_74,74,65,0,disease,gatherer,63.1354,50.0672,65.735,76.4688,163.011,75.6975,68.369,72.1709,75.7867,81.4491,79.5274,75.8581,0,7791.84,1063.55,994.929,829.1,1038.85,1077.34,975,1031.59,0
s_48 116 972 5793,10,94,5793,s_48,48 116 972,11 121 593 1931,0,lack of mass,useless,43.3623,27.86,47.1672,46.1374,15.0942,73.6479,58.5289,77.0885,72.5265,36.8787,76.2762,44.3374,0,0,1063.53,734.601,554.793,667.473,1084.25,975,741.028,0
s_85 112,29,4,112,s_85,85,89,0,accident,gatherer,68.8854,56.6255,75.6096,76.9378,162.82,73.4736,72.9656,69.8684,79.9246,62.2113,77.5244,70.1926,0,30920.2,1063.51,1057.38,860.78,1054.87,1058.87,975,1066.93,0
s_21 176 1137 3040 8801,11,110,8801,s_21,21 176 1137 3040,64 427 1418 4462,1,alive,useless,43.5004,35.6279,36.6976,47.4261,67.92,78.7379,71.0705,70.8154,73.8565,50.1298,80.4542,50.0718,0,0,1063.51,869.264,586.718,708.134,1092.7,975,801.523,0
s_51 466 1358,43,54,1358,s_51,51 466,48 262,0,disease,gatherer,68.5782,53.3903,59.2747,61.3709,167.612,69.3471,59.5674,76.5642,78.3117,65.2516,75.1634,74.1278,0,60601.5,1063.48,880.39,792.133,977.06,1054.8,975,951.649,0
s_40 303 1499 3446 9175,9,112,9175,s_40,40 303 1499 3446,5 464 1389 3192,1,alive,useless,35.3751,28.1729,40.7881,42.7288,65.5798,68.5882,79.2757,66.7061,75.4474,47.3192,73.5462,37.8929,0,0,1063.44,905.713,542.162,639.252,1023.14,975,745.236,0
s_40 486 3280 10394,3,118,10394,s_40,40 486 3280,37 369 1580 5138,1,alive,useless,17.2605,14.2828,16.5959,17.0656,34.707,85.7467,59.7074,76.486,74.3962,21.1164,84.5273,16.8186,0,0,1063.4,608.025,325.934,359.143,1150.63,975,546.581,0
s_39 189 948 2994,46,75,2994,s_39,39 189 948,48 116 1195,1,alive,gatherer,66.0231,42.5789,69.6991,72.3964,155.578,78.6238,69.8992,71.0371,79.4006,92.4275,68.2773,81.9429,0,3019.86,1061.62,979.85,834.855,1057.86,1118.32,975,1049.44,0
s_96 204 1599 3834,18,82,3834,s_96,96 204 1599,28 591 1459,0,lack of mass,fighter,74.3109,57.6249,82.4633,78.8364,88.2995,75.589,71.2277,70.7244,64.4851,71.2909,70.9205,71.0938,0,0,1063.38,1054.12,885.134,1082,1089.46,975,1097.54,0
s_71 1287,67,52,1287,s_71,71,14,0,accident,gatherer,66.0376,41.0733,55.193,58.9672,150.768,63.5463,63.4556,74.6094,82.3529,70.3897,76.8251,71.3161,0,50694.3,1063.37,871.222,740.493,926.029,1005,975,900.142,0
s_17 366 969 2570,26,71,2570,s_17,17 366 969,96 560,0,lack of mass,gatherer,59.1907,33.4191,76.286,86.2016,55.5167,82.1969,71.8221,70.4183,79.3159,75.9925,79.6646,76.6108,0,0,1063.29,1007.96,822.302,1057.82,1117.3,975,1068.34,0
s_64 119 1202 3628 7342,18,102,7342,s_64,64 119 1202 3628,61 195 1304,0,lack of mass,gatherer,61.6255,41.881,72.5538,94.2782,60.9578,79.3909,67.7617,72.4412,80.5097,76.2742,78.9164,77.4073,0,0,1063.22,1026.75,849.827,1089.38,1105.23,975,1081.25,0
s_56 132 1017,63,46,1017,s_56,56 132,3 381,0,disease,gatherer,65.0785,47.9182,53.7169,53.2269,163.415,67.2371,62.5409,75.0513,69.8023,63.4491,73.8539,69.8422,0,86397.9,1063.22,866.304,746.267,916.546,1038.11,975,903.821,0
s_3 521 1470 10181,5,116,10181,s_3,3 521 1470,61 195 983 4864,1,alive,useless,23.2602,21.371,23.5845,26.5825,37.5442,62.8285,72.2267,70.2082,75.3385,21.8219,76.1944,27.6379,0,0,1063.22,771.764,422.949,482.923,988.035,975,591.102,0
s_98 337 1432 6709,16,99,6709,s_98,98 337 1432,61 328 742 2897,0,lack of mass,useless,64.1404,61.7389,68.0625,89.2486,67.0667,73.5819,73.105,69.7684,74.943,64.1764,79.039,71.6591,0,0,1063.21,1085.81,839.737,1035.78,1056.3,975,1048.77,0
s_56 132 642 1610 3964 9534,8,113,9534,s_56,56 132 642 1610 3964,3 297 5202,1,alive,useless,29.4194,27.0706,39.1698,41.7411,32.094,83.6613,72.7535,69.9384,75.3867,33.5977,78.0724,43.4644,0,0,1063.15,840.264,538.454,643.618,1129.3,975,766.01,0
s_37 174 1984,57,64,1984,s_37,37 174,1 662,1,alive,gatherer,65.2298,49.5077,63.2445,66.7274,144.997,65.9876,62.8773,74.5596,72.5259,71.4195,78.8613,71.7927,0,81472.6,1061.56,922.496,798.785,990.157,1019.27,975,961.984,0
s_71 273 958,29,44,958,s_71,71 273,20 120,0,lack of mass,gatherer,63.0145,28.769,70.401,73.7228,61.0795,73.076,76.8454,67.8917,77.8002,64.6451,81.5273,71.0809,0,0,1063.14,1012.29,783.473,993.413,1043.55,975,1010.61,0
s_28 130 808,55,40,808,s_28,28 130,39 146,0,disease,gatherer,67.1267,50.3915,50.4553,65.8701,176.916,75.9902,64.1784,74.2251,71.1162,83.2669,82.2465,86.1221,0,76566.4,1063.14,926.391,810.074,1026.86,1080.11,975,993.311,0
s_64 427 1267 3545 10425,3,118,10425,s_64,64 427 1267 3545,61 276 1315 3991,1,alive,useless,13.7258,12.0359,14.6519,17.1981,32.7978,75.3512,69.907,71.3599,73.338,16.8216,80.3777,16.8121,0,0,1063.13,695.104,331.709,366.268,1070.78,975,537.25,0
s_53 305 869 8250,4,107,8250,s_53,53 305 869,27 107 1770 4259,0,accident,useless,17.1289,18.7346,18.4016,18.3346,33.0128,75.1504,73.1277,69.7456,82.4534,20.2242,76.4936,21.4066,0,0,1063.09,769.357,413.599,465.28,1072.3,975,615.718,0
s_99 166 583 1537 5169,14,91,5169,s_99,99 166 583 1537,39 189 647 1720,0,lack of mass,useless,57.4305,47.5187,52.3107,58.5722,46.4388,84.1506,72.009,70.3049,75.0584,69.9849,78.7181,62.6728,0,0,1063.09,947.685,707.505,859.017,1132.53,975,936.533,0
s_9 207 601 5073,8,90,5073,s_9,9 207 601,15 1403,0,lack of mass,useless,33.6833,29.2691,39.2799,31.9516,15.9656,74.4426,73.9741,69.3188,71.7014,32.4891,71.0365,36.4612,0,0,1063.06,832.64,520.472,600.417,1076.98,975,721.14,0
s_1 100 727,22,39,727,s_1,1 100,32 238,0,disease,fighter,69.1837,64.0417,80.4413,80.9945,147.83,77.4869,71.9063,70.3519,74.6631,68.4927,80.3186,83.8399,0,2094.61,1063.05,1081.07,936.135,1156.93,1082.83,975,1134.8,5
s_98 337 1347 9040,10,111,9040,s_98,98 337 1347,35 143 511 1532,1,alive,useless,38.4579,40.2731,46.5269,52.2098,64.3487,78.9528,73.7668,69.4186,83.9104,41.6667,81.1568,46.9121,0,0,1063.02,916.786,615.376,732.444,1088.61,975,831.66,0
s_40 160 981 3307,15,78,3307,s_40,40 160 981,9 257 679,0,lack of mass,useless,56.4596,41.3679,60.329,73.671,49.5438,67.8592,73.9057,69.3481,79.1447,68.1536,76.9122,62.7083,0,0,1063.01,992.9,727.728,901.598,1019.23,975,927.498,0
s_56 315 744 2390 8488,13,108,8488,s_56,56 315 744 2390,1 100 443 1350 3979,1,alive,useless,51.7559,56.6017,53.7689,58.878,81.574,81.9756,75.5525,68.5234,67.3719,55.3467,76.406,67.7714,0,0,1063,1002.8,751.369,905.935,1116.59,975,961.636,0
s_1 100 443 1350 10131,5,116,10131,s_1,1 100 443 1350,1 100 1359,1,alive,useless,21.2052,15.9417,24.0698,29.907,37.9391,89.3142,72.1972,70.1986,83.1184,27.2445,81.5719,27.9026,0,0,1062.97,764.732,412.138,479.791,1162.65,975,665.498,0
s_25 1337 9477,8,113,9477,s_25,25 1337,85 197 524 2041 5168,1,alive,useless,29.9878,26.5063,45.0038,39.82,52.6444,80.031,66.3924,73.1007,74.2509,31.7326,70.6662,35.5728,0,0,1062.97,775.426,516.156,605.798,1128.19,975,727.865,0
s_9 207 601 1697 5935,18,95,5935,s_9,9 207 601 1697,37 174 725,0,lack of mass,gatherer,63.0762,43.7637,73.0305,82.6544,62.8043,91.8061,68.0528,72.2688,75.1577,74.5486,80.6714,72.4515,0,0,1062.95,998.897,829.225,1043.18,1188.11,975,1091.54,0
s_1 100 791 2816,13,73,2816,s_1,1 100 791,22 124 703,0,lack of mass,useless,53.1235,41.5829,64.8292,61.4136,43.2769,77.9073,71.3395,70.6231,76.4493,49.6374,72.235,59.934,0,0,1062.93,931.458,708.73,861.838,1102.75,975,921.811,0
s_21 364 4113,11,84,4113,s_21,21 364,51 442,0,lack of mass,useless,48.5381,32.0635,46.6769,46.0513,36.3865,72.1678,70.9079,70.8386,77.3815,39.9802,75.8201,50.8232,0,0,1062.93,855.966,599.777,723.007,1056.05,975,797.744,0
s_27 211 788 2164,54,67,2164,s_27,27 211 788,21 137 514,1,alive,gatherer,63.9349,55.1093,61.3476,73.4793,151.066,73.3706,72.3811,69.7337,72.5335,64.9108,74.1289,72.493,0,89600.5,1061.06,1043.17,829.603,1025.59,1065.94,975,1030.5,0
s_22 124 941 4224 8160,14,107,8160,s_22,22 124 941 4224,40 160 617 4194,1,alive,useless,53.4536,36.2665,47.9367,48.361,63.4284,82.0477,67.7144,72.4275,70.8061,73.6852,77.9236,61.9417,0,0,1062.85,849.724,650.099,796.022,1125.77,975,864.576,0
